trip_id,passenger_id,driver_id,vehicle_id,start_address_id,end_address_id,start_date,end_date,trip_status,pricing_id,miles_travelled
130,189,101,67,189,342,2023/08/09 09:21:36,2023/08/09 09:35:36,in_progress,3,7.14
131,887,213,50,545,123,2023/10/23 10:04:48,2023/10/23 10:31:48,in_progress,3,13.66
132,87,157,91,446,524,2024/03/31 18:28:48,2024/03/31 18:28:48,cancelled,3,0.00
133,791,288,115,314,525,2024/04/13 19:40:48,2024/04/13 20:24:48,completed,2,22.45
134,1102,321,57,261,245,2024/03/05 21:50:24,2024/03/05 22:20:24,in_progress,2,15.27
135,1412,280,18,362,491,2023/12/30 09:07:12,2023/12/30 09:40:12,completed,1,16.92
136,1207,42,272,546,235,2023/10/27 22:19:12,2023/10/27 22:45:12,completed,2,13.19
137,835,32,130,200,133,2023/08/11 13:12:00,2023/08/11 13:26:00,completed,3,7.01
138,198,360,269,260,579,2023/09/29 22:33:36,2023/09/29 22:56:36,in_progress,3,11.76
139,420,321,80,610,99,2023/10/26 13:12:00,2023/10/26 13:32:00,completed,3,10.10
140,229,208,202,223,25,2023/10/02 20:09:36,2023/10/02 20:44:36,completed,2,17.59
141,201,211,225,458,689,2023/09/23 16:48:00,2023/09/23 17:28:00,in_progress,1,20.03
142,986,339,159,572,470,2023/11/15 07:55:12,2023/11/15 08:16:12,in_progress,2,10.75
143,203,266,204,363,39,2023/04/24 07:40:48,2023/04/24 08:17:48,completed,1,18.99
144,205,300,137,427,115,2023/05/19 19:12:00,2023/05/19 19:53:00,in_progress,2,20.94
145,206,343,73,677,296,2023/12/05 14:38:24,2023/12/05 15:02:24,completed,3,12.17
146,1198,187,48,498,460,2024/05/14 21:07:12,2024/05/14 21:32:12,in_progress,1,12.90
147,592,130,18,148,18,2023/01/17 10:48:00,2023/01/17 11:26:00,completed,2,19.19
148,579,82,267,507,566,2023/10/19 18:57:36,2023/10/19 19:32:36,in_progress,3,17.76
149,211,138,19,181,279,2023/11/25 14:24:00,2023/11/25 14:54:00,in_progress,1,15.37
150,1315,9,100,106,671,2023/12/25 13:55:12,2023/12/25 14:38:12,completed,1,21.84
151,213,19,116,172,291,2023/03/10 14:52:48,2023/03/10 15:16:48,in_progress,3,12.46
152,1468,285,74,58,585,2023/02/15 18:28:48,2023/02/15 18:35:48,completed,3,3.51
153,215,220,280,248,320,2024/05/03 14:24:00,2024/05/03 15:03:00,in_progress,2,19.82
154,216,387,269,286,190,2024/04/22 11:16:48,2024/04/22 11:32:48,completed,2,8.16
155,217,32,125,634,14,2023/12/03 09:21:36,2023/12/03 09:59:36,completed,3,19.31
156,1338,70,116,637,442,2024/02/29 12:00:00,2024/02/29 12:24:00,completed,2,12.50
157,220,343,174,9,350,2024/05/24 09:21:36,2024/05/24 09:41:36,completed,3,10.10
158,823,117,181,117,665,2023/05/22 20:38:24,2023/05/22 21:09:24,in_progress,3,15.86
159,223,371,226,283,60,2024/04/23 12:57:36,2024/04/23 13:12:36,in_progress,2,7.62
160,1334,238,157,483,45,2023/06/19 11:31:12,2023/06/19 12:12:12,in_progress,2,20.51
161,358,299,164,435,609,2023/01/05 21:21:36,2023/01/05 21:30:36,completed,1,4.87
162,1118,389,71,565,185,2023/03/23 14:24:00,2023/03/23 15:07:00,in_progress,1,21.98
163,238,295,222,664,189,2023/10/23 07:40:48,2023/10/23 08:02:48,completed,2,11.35
164,228,363,126,184,561,2023/06/24 07:55:12,2023/06/24 08:36:12,completed,2,20.87
165,229,312,145,108,109,2023/01/02 22:33:36,2023/01/02 22:55:36,in_progress,2,11.10
166,230,317,176,419,122,2023/01/05 10:04:48,2023/01/05 10:36:48,completed,1,16.46
167,703,262,152,591,604,2024/02/16 22:33:36,2024/02/16 22:56:36,in_progress,2,11.60
168,1242,35,182,194,148,2024/01/30 19:26:24,2024/01/30 19:38:24,in_progress,1,6.07
169,1222,249,85,331,535,2024/01/05 22:48:00,2024/01/05 23:27:00,in_progress,1,19.68
170,1494,91,121,667,382,2023/09/23 12:57:36,2023/09/23 13:31:36,in_progress,1,17.18
171,1413,267,129,423,598,2024/05/05 09:50:24,2024/05/05 10:28:24,completed,1,19.25
172,239,179,6,113,567,2023/10/29 11:31:12,2023/10/29 11:45:12,in_progress,3,7.16
173,240,25,183,592,92,2023/08/21 10:48:00,2023/08/21 11:01:00,completed,2,7.00
174,277,279,38,490,192,2023/07/13 07:26:24,2023/07/13 07:35:24,completed,2,4.78
175,487,254,116,313,659,2024/01/05 18:14:24,2024/01/05 18:21:24,in_progress,3,3.97
176,50,355,102,29,436,2023/10/26 18:14:24,2023/10/26 18:35:24,in_progress,2,10.59
177,741,85,8,337,163,2024/03/16 11:31:12,2024/03/16 12:07:12,completed,1,18.06
178,985,74,218,650,172,2023/03/17 13:12:00,2023/03/17 13:25:00,in_progress,3,6.84
179,248,293,207,301,329,2023/11/12 16:04:48,2023/11/12 16:04:48,cancelled,1,0.00
180,614,155,78,457,82,2023/02/04 09:50:24,2023/02/04 10:24:24,completed,3,17.47
181,905,389,55,230,297,2023/01/09 19:40:48,2023/01/09 20:19:48,completed,1,19.55
182,1089,209,228,45,600,2023/02/27 13:12:00,2023/02/27 13:50:00,completed,2,19.05
183,1246,98,88,155,582,2023/03/06 11:02:24,2023/03/06 11:19:24,completed,2,8.56
184,819,138,10,268,654,2023/10/15 22:48:00,2023/10/15 23:05:00,completed,2,8.81
185,1147,355,164,361,288,2023/08/09 09:07:12,2023/08/09 09:50:12,in_progress,3,21.89
186,1071,38,239,552,632,2023/10/11 13:26:24,2023/10/11 13:47:24,completed,2,10.77
187,1395,267,144,381,167,2024/05/20 17:31:12,2024/05/20 18:05:12,in_progress,3,17.27
188,1465,13,18,500,187,2023/06/29 16:04:48,2023/06/29 16:37:48,in_progress,1,16.64
189,1224,190,71,91,341,2023/02/20 18:00:00,2023/02/20 18:36:00,in_progress,2,18.01
190,1422,367,175,15,337,2023/06/17 17:31:12,2023/06/17 17:38:12,in_progress,1,3.57
191,1197,213,248,267,178,2023/05/01 09:21:36,2023/05/01 09:45:36,in_progress,2,12.29
192,109,136,193,61,413,2023/07/08 07:55:12,2023/07/08 08:13:12,completed,1,9.19
193,265,381,268,26,681,2024/02/11 13:12:00,2024/02/11 13:48:00,completed,3,18.24
194,976,356,204,594,302,2023/07/31 06:57:36,2023/07/31 07:07:36,completed,2,5.01
195,340,235,123,134,633,2024/03/01 13:26:24,2024/03/01 14:10:24,completed,3,22.04
196,269,117,58,628,141,2023/05/24 13:40:48,2023/05/24 14:21:48,completed,3,20.71
197,538,118,201,385,250,2024/04/22 10:19:12,2024/04/22 10:48:12,completed,1,14.54
198,1264,261,112,296,273,2023/04/25 21:50:24,2023/04/25 22:13:24,in_progress,2,11.82
199,272,17,128,302,663,2024/03/13 21:21:36,2024/03/13 21:45:36,in_progress,3,12.30
200,525,336,36,547,2,2023/11/09 19:55:12,2023/11/09 20:39:12,completed,1,22.40
201,1281,98,234,206,486,2023/10/24 15:21:36,2023/10/24 15:49:36,completed,1,14.08
202,1234,130,47,255,656,2023/04/05 16:19:12,2023/04/05 16:32:12,completed,1,6.73
203,278,367,115,466,1,2023/05/14 17:31:12,2023/05/14 17:56:12,in_progress,2,12.80
204,279,394,255,467,402,2023/03/29 22:19:12,2023/03/29 22:49:12,completed,2,15.03
205,965,126,223,378,433,2023/04/10 15:07:12,2023/04/10 15:32:12,in_progress,1,12.93
206,905,60,124,608,19,2023/03/18 11:16:48,2023/03/18 11:56:48,completed,2,20.32
207,575,329,160,84,210,2023/12/06 15:21:36,2023/12/06 16:00:36,in_progress,1,19.66
208,284,32,96,394,423,2024/02/09 19:55:12,2024/02/09 20:09:12,in_progress,2,7.40
209,1255,338,107,409,564,2023/08/23 18:28:48,2023/08/23 19:12:48,completed,2,22.09
210,289,313,120,437,290,2023/06/17 16:48:00,2023/06/17 17:12:00,in_progress,1,12.31
211,257,309,101,360,505,2024/01/07 17:31:12,2024/01/07 17:54:12,in_progress,1,11.98
212,291,290,103,25,10,2023/08/23 17:16:48,2023/08/23 17:26:48,completed,2,5.15
213,9,391,166,459,450,2023/06/21 19:40:48,2023/06/21 19:56:48,completed,1,8.15
214,1335,337,186,632,100,2023/10/23 08:24:00,2023/10/23 09:07:00,in_progress,1,21.93
215,216,172,32,321,56,2023/02/17 11:02:24,2023/02/17 11:36:24,completed,1,17.47
216,1443,151,66,294,640,2023/05/28 10:04:48,2023/05/28 10:27:48,in_progress,1,11.75
217,296,5,179,240,213,2023/01/08 22:19:12,2023/01/08 22:38:12,in_progress,2,9.56
218,397,151,267,468,551,2023/12/05 22:33:36,2023/12/05 22:56:36,completed,3,11.66
219,1205,46,37,36,164,2023/10/31 20:09:36,2023/10/31 20:42:36,in_progress,2,16.86
220,510,33,201,425,578,2023/02/08 17:31:12,2023/02/08 17:43:12,completed,1,6.39
221,399,160,49,14,474,2023/11/25 11:02:24,2023/11/25 11:30:24,completed,1,14.37
222,953,102,275,625,77,2023/06/13 11:45:36,2023/06/13 12:29:36,in_progress,2,22.44
223,1092,396,168,183,556,2023/11/06 17:02:24,2023/11/06 17:14:24,completed,1,6.48
224,303,67,263,661,494,2023/01/22 18:43:12,2023/01/22 19:05:12,in_progress,2,11.23
225,73,396,133,679,639,2023/09/21 19:40:48,2023/09/21 19:51:48,in_progress,3,5.69
226,305,147,176,224,41,2023/03/17 20:24:00,2023/03/17 20:56:00,in_progress,1,16.37
227,634,51,11,530,401,2024/04/01 14:38:24,2024/04/01 15:22:24,completed,3,22.32
228,348,315,201,347,518,2024/01/04 09:21:36,2024/01/04 09:45:36,in_progress,3,12.32
229,878,117,3,336,666,2023/07/26 18:14:24,2023/07/26 18:55:24,in_progress,1,20.60
230,133,65,214,323,299,2023/01/21 19:55:12,2023/01/21 20:26:12,in_progress,1,15.93
231,859,396,32,254,78,2023/12/04 08:24:00,2023/12/04 08:48:00,completed,2,12.07
232,868,93,48,453,368,2023/03/19 10:04:48,2023/03/19 10:26:48,in_progress,2,11.14
233,106,17,252,556,370,2023/01/16 15:50:24,2023/01/16 16:21:24,in_progress,1,15.92
234,313,190,199,623,83,2023/12/15 19:12:00,2023/12/15 19:46:00,completed,2,17.37
235,1107,112,89,73,314,2023/02/15 22:33:36,2023/02/15 22:50:36,in_progress,3,8.67
236,599,272,109,325,455,2023/03/22 11:02:24,2023/03/22 11:11:24,in_progress,3,4.90
237,2,101,108,575,644,2023/07/23 11:16:48,2023/07/23 11:49:48,in_progress,1,16.93
238,1378,218,40,173,324,2024/02/10 12:43:12,2024/02/10 13:16:12,completed,2,16.96
239,648,31,52,641,630,2024/03/04 09:36:00,2024/03/04 10:09:00,completed,1,16.94
240,374,30,112,330,367,2024/01/27 20:52:48,2024/01/27 21:31:48,completed,3,19.65
241,1178,266,68,652,227,2023/02/01 20:24:00,2023/02/01 20:24:00,cancelled,1,0.00
242,833,242,189,92,3,2023/07/01 15:21:36,2023/07/01 15:30:36,in_progress,1,4.74
243,323,104,209,213,311,2023/01/10 12:00:00,2023/01/10 12:31:00,in_progress,1,15.50
244,1123,83,65,375,271,2023/09/17 13:12:00,2023/09/17 13:23:00,completed,1,5.69
245,1339,245,62,88,595,2024/04/13 14:09:36,2024/04/13 14:35:36,in_progress,3,13.25
246,327,121,258,684,549,2023/01/16 17:16:48,2023/01/16 17:55:48,in_progress,1,19.88
247,569,278,134,412,414,2023/04/28 16:19:12,2023/04/28 16:54:12,completed,1,17.76
248,1001,164,122,550,316,2024/05/14 18:28:48,2024/05/14 18:57:48,in_progress,2,14.84
249,405,88,171,251,61,2024/04/01 13:12:00,2024/04/01 13:34:00,in_progress,1,11.07
250,308,255,210,398,206,2023/01/03 21:21:36,2023/01/03 21:39:36,completed,2,9.31
251,196,11,89,332,91,2023/02/17 22:48:00,2023/02/17 23:05:00,in_progress,1,8.73
252,1437,210,167,2,215,2024/04/11 12:00:00,2024/04/11 12:24:00,completed,2,12.35
253,1350,29,28,470,321,2024/04/15 07:26:24,2024/04/15 07:59:24,completed,1,16.98
254,337,303,238,643,195,2023/02/26 10:04:48,2023/02/26 10:04:48,cancelled,2,0.00
255,1022,210,63,614,608,2024/02/20 21:50:24,2024/02/20 22:25:24,in_progress,1,17.95
256,314,30,255,454,332,2023/01/10 21:50:24,2023/01/10 22:22:24,completed,1,16.24
257,792,104,41,107,281,2023/12/27 17:02:24,2023/12/27 17:21:24,in_progress,2,9.64
258,342,345,29,392,220,2023/08/01 21:07:12,2023/08/01 21:48:12,in_progress,1,20.63
259,343,4,279,163,54,2023/01/15 20:52:48,2023/01/15 21:33:48,completed,1,20.95
260,70,145,80,349,429,2023/03/02 11:16:48,2023/03/02 11:34:48,completed,1,9.08
261,346,252,51,252,462,2023/09/09 18:57:36,2023/09/09 19:08:36,in_progress,1,5.94
262,347,102,112,243,376,2023/06/04 20:09:36,2023/06/04 20:33:36,completed,3,12.18
263,70,111,90,525,373,2023/12/25 06:57:36,2023/12/25 07:33:36,completed,1,18.23
264,371,136,229,611,17,2024/04/30 12:57:36,2024/04/30 13:15:36,in_progress,3,9.35
265,855,50,150,257,221,2024/01/25 18:57:36,2024/01/25 19:35:36,in_progress,3,19.19
266,1170,125,243,66,43,2023/02/05 18:57:36,2023/02/05 19:11:36,completed,1,7.41
267,489,133,138,217,65,2023/03/25 22:48:00,2023/03/25 23:00:00,in_progress,2,6.36
268,154,151,135,350,285,2024/03/11 16:19:12,2024/03/11 16:19:12,cancelled,2,0.00
269,354,79,89,227,388,2023/11/19 09:07:12,2023/11/19 09:43:12,in_progress,1,18.13
270,490,165,15,510,409,2023/10/14 16:33:36,2023/10/14 16:43:36,in_progress,3,5.43
271,548,294,174,258,418,2023/02/08 14:24:00,2023/02/08 15:05:00,in_progress,2,20.80
272,472,285,90,233,357,2023/07/12 19:55:12,2023/07/12 20:26:12,completed,1,15.95
273,1415,126,213,588,256,2023/05/10 07:26:24,2023/05/10 08:10:24,in_progress,1,22.32
274,496,40,61,264,22,2024/05/18 14:38:24,2024/05/18 15:04:24,in_progress,3,13.47
275,394,252,220,328,293,2023/04/06 20:09:36,2023/04/06 20:16:36,in_progress,2,3.87
276,673,240,61,678,338,2023/01/18 17:16:48,2023/01/18 17:57:48,completed,1,20.53
277,798,367,166,338,517,2023/01/24 09:07:12,2023/01/24 09:23:12,in_progress,2,8.14
278,364,370,12,103,621,2023/10/19 10:33:36,2023/10/19 11:01:36,completed,1,14.10
279,1324,68,216,74,28,2023/12/15 16:19:12,2023/12/15 16:30:12,completed,1,5.73
280,367,156,77,287,699,2024/03/19 14:52:48,2024/03/19 15:35:48,completed,1,21.90
281,438,301,232,344,449,2023/12/29 09:07:12,2023/12/29 09:20:12,completed,3,6.63
282,369,179,112,139,447,2023/07/15 18:00:00,2023/07/15 18:34:00,completed,3,17.07
283,447,79,66,399,512,2023/05/02 12:43:12,2023/05/02 12:43:12,cancelled,3,0.00
284,55,174,182,543,592,2024/01/07 08:52:48,2024/01/07 09:17:48,in_progress,2,12.98
285,835,363,204,235,364,2024/05/22 09:36:00,2024/05/22 10:01:00,completed,3,12.73
286,1469,309,206,529,278,2023/12/01 20:38:24,2023/12/01 21:10:24,completed,3,16.14
287,1015,111,105,465,422,2023/08/25 08:38:24,2023/08/25 09:14:24,in_progress,2,18.35
